timestamp,equity,cash,position_value,num_positions
2025-09-18 05:34:52.077792+00:00,10000.0,10000.0,0.0,0
2025-09-18 05:34:52.124467+00:00,10008.16,8549.92,1458.24,1
2025-09-18 05:34:52.170580+00:00,10030.96,8549.92,1481.04,1
2025-09-18 05:34:52.225623+00:00,10070.48,8549.92,1520.56,1
2025-09-18 05:34:52.278372+00:00,10006.250000000002,2612.550000000001,7393.700000000001,5
2025-09-18 05:34:52.328067+00:00,9867.570000000002,2612.550000000001,7255.02,5
2025-09-18 05:34:52.374968+00:00,10244.390000000001,1181.910000000001,9062.48,6
2025-09-18 05:34:52.420893+00:00,10240.840000000002,1181.910000000001,9058.93,6
2025-09-18 05:34:52.466838+00:00,10008.980000000001,1181.910000000001,8827.07,6
2025-09-18 05:34:52.524839+00:00,10104.650000000001,1181.910000000001,8922.74,6
2025-09-18 05:34:52.636943+00:00,10207.070000000002,1181.910000000001,9025.16,6
2025-09-18 05:34:52.696934+00:00,10223.330000000002,1181.910000000001,9041.42,6
2025-09-18 05:34:52.751151+00:00,10378.030000000002,1181.910000000001,9196.12,6
2025-09-18 05:34:52.800789+00:00,10525.500000000002,1181.910000000001,9343.59,6
2025-09-18 05:34:52.847724+00:00,10596.780000000002,1181.910000000001,9414.87,6
2025-09-18 05:34:52.906422+00:00,10384.700000000003,1181.910000000001,9202.79,6
2025-09-18 05:34:52.952666+00:00,10235.79,1181.910000000001,9053.88,6
2025-09-18 05:34:52.996937+00:00,10375.750000000002,1181.910000000001,9193.84,6
2025-09-18 05:34:53.041587+00:00,10511.95,1181.910000000001,9330.039999999999,6
2025-09-18 05:34:53.089829+00:00,10776.800000000001,1181.910000000001,9594.89,6
2025-09-18 05:34:53.134909+00:00,10766.250000000002,1181.910000000001,9584.34,6
2025-09-18 05:34:53.179230+00:00,11041.470000000003,1181.910000000001,9859.560000000001,6
2025-09-18 05:34:53.229675+00:00,10953.87,1181.910000000001,9771.96,6
2025-09-18 05:34:53.275687+00:00,11055.000000000002,1181.910000000001,9873.09,6
2025-09-18 05:34:53.321753+00:00,11047.200000000003,1181.910000000001,9865.29,6
2025-09-18 05:34:53.367098+00:00,11019.960000000001,-453.609999999999,11473.57,7
2025-09-18 05:34:53.419258+00:00,10939.54,-453.609999999999,11393.15,7
2025-09-18 05:34:53.463976+00:00,11052.390000000001,-453.609999999999,11506.0,7
2025-09-18 05:34:53.519926+00:00,11106.650000000001,-453.609999999999,11560.26,7
2025-09-18 05:34:53.565090+00:00,11205.260000000004,-453.609999999999,11658.870000000003,7
2025-09-18 05:34:53.609290+00:00,11342.9,-453.609999999999,11796.509999999998,7
2025-09-18 05:34:53.655996+00:00,11284.840000000002,-453.609999999999,11738.45,7
2025-09-18 05:34:53.701525+00:00,11590.490000000003,-453.609999999999,12044.100000000002,7
2025-09-18 05:34:53.744044+00:00,11639.6,-453.609999999999,12093.21,7
2025-09-18 05:34:53.794373+00:00,11675.51,-453.609999999999,12129.119999999999,7
2025-09-18 05:34:53.842990+00:00,11667.92,-453.609999999999,12121.529999999999,7
2025-09-18 05:34:53.887181+00:00,10937.660000000002,-453.609999999999,11391.27,7
2025-09-18 05:34:53.931477+00:00,11133.640000000001,-453.609999999999,11587.25,7
2025-09-18 05:34:53.975732+00:00,11275.77,-453.609999999999,11729.38,7
2025-09-18 05:34:54.019871+00:00,11398.74,-453.609999999999,11852.349999999999,7
2025-09-18 05:34:54.063736+00:00,11411.86,-453.609999999999,11865.47,7
2025-09-18 05:34:54.120179+00:00,11414.400000000003,-453.609999999999,11868.010000000002,7
2025-09-18 05:34:54.163774+00:00,11297.700000000003,-453.609999999999,11751.310000000001,7
2025-09-18 05:34:54.211300+00:00,11460.250000000002,-453.609999999999,11913.86,7
2025-09-18 05:34:54.256711+00:00,11521.53,-453.609999999999,11975.14,7
2025-09-18 05:34:54.308071+00:00,11227.880000000003,1079.830000000001,10148.050000000001,6
2025-09-18 05:34:54.357474+00:00,11348.340000000002,1079.830000000001,10268.51,6
2025-09-18 05:34:54.422498+00:00,11030.61,4455.6100000000015,6575.0,4
2025-09-18 05:34:54.465992+00:00,11093.030000000002,4455.6100000000015,6637.42,4
2025-09-18 05:34:54.510914+00:00,11219.630000000001,4455.6100000000015,6764.0199999999995,4
2025-09-18 05:34:54.556828+00:00,11225.100000000002,4455.6100000000015,6769.49,4
2025-09-18 05:34:54.610277+00:00,11273.49,2831.5700000000015,8441.919999999998,5
2025-09-18 05:34:54.658854+00:00,11411.580000000002,2831.5700000000015,8580.01,5
2025-09-18 05:34:54.752117+00:00,11359.080000000002,-319.9299999999987,11679.01,7
2025-09-18 05:34:54.813460+00:00,11481.630000000003,-319.9299999999987,11801.560000000001,7
2025-09-18 05:34:54.866288+00:00,11585.800000000003,-319.9299999999987,11905.730000000001,7
2025-09-18 05:34:54.911381+00:00,11652.820000000002,-319.9299999999987,11972.75,7
2025-09-18 05:34:54.956772+00:00,11397.150000000001,-319.9299999999987,11717.08,7
2025-09-18 05:34:55.003548+00:00,11587.510000000002,-319.9299999999987,11907.44,7
2025-09-18 05:34:55.046720+00:00,11589.390000000001,-319.9299999999987,11909.32,7
2025-09-18 05:34:55.093185+00:00,11530.380000000003,-319.9299999999987,11850.310000000001,7
2025-09-18 05:34:55.146908+00:00,11571.680000000002,-319.9299999999987,11891.61,7
2025-09-18 05:34:55.225394+00:00,11767.020000000002,-319.9299999999987,12086.95,7
2025-09-18 05:34:55.289533+00:00,11683.980000000001,-319.9299999999987,12003.91,7
2025-09-18 05:34:55.337064+00:00,11734.490000000002,-319.9299999999987,12054.42,7
2025-09-18 05:34:55.381371+00:00,11507.920000000002,-319.9299999999987,11827.85,7
2025-09-18 05:34:55.428390+00:00,11443.37,-319.9299999999987,11763.3,7
2025-09-18 05:34:55.480551+00:00,11593.670000000002,-319.9299999999987,11913.6,7
2025-09-18 05:34:55.527842+00:00,11470.9,-319.9299999999987,11790.829999999998,7
2025-09-18 05:34:55.572581+00:00,11590.28,-319.9299999999987,11910.21,7
2025-09-18 05:34:55.615150+00:00,11610.130000000001,-319.9299999999987,11930.06,7
2025-09-18 05:34:55.662651+00:00,11669.710000000001,-319.9299999999987,11989.64,7
2025-09-18 05:34:55.711150+00:00,11771.210000000001,-319.9299999999987,12091.14,7
2025-09-18 05:34:55.758534+00:00,11883.760000000002,-319.9299999999987,12203.69,7
2025-09-18 05:34:55.824563+00:00,11919.6,-319.9299999999987,12239.529999999999,7
2025-09-18 05:34:55.890556+00:00,12079.840000000002,-319.9299999999987,12399.77,7
2025-09-18 05:34:55.947885+00:00,12035.040000000003,-319.9299999999987,12354.970000000001,7
2025-09-18 05:34:55.993889+00:00,12037.690000000002,-319.9299999999987,12357.62,7
2025-09-18 05:34:56.038884+00:00,11866.320000000002,-319.9299999999987,12186.25,7
2025-09-18 05:34:56.087034+00:00,12144.410000000002,-319.9299999999987,12464.34,7
2025-09-18 05:34:56.132981+00:00,12126.950000000003,-319.9299999999987,12446.880000000001,7
2025-09-18 05:34:56.178252+00:00,12131.330000000002,-319.9299999999987,12451.26,7
2025-09-18 05:34:56.222589+00:00,12383.060000000003,-319.9299999999987,12702.990000000002,7
2025-09-18 05:34:56.268148+00:00,12396.09,-319.9299999999987,12716.019999999999,7
2025-09-18 05:34:56.314703+00:00,12342.14,-319.9299999999987,12662.069999999998,7
2025-09-18 05:34:56.392106+00:00,12418.29,-319.9299999999987,12738.22,7
2025-09-18 05:34:56.444033+00:00,12541.490000000002,-319.9299999999987,12861.42,7
2025-09-18 05:34:56.497774+00:00,12640.11,-319.9299999999987,12960.039999999999,7
2025-09-18 05:34:56.553646+00:00,12746.820000000002,-319.9299999999987,13066.75,7
2025-09-18 05:34:56.639937+00:00,13000.380000000001,-1191.6899999999987,14192.07,8
2025-09-18 05:34:56.722701+00:00,13000.029999999999,-1191.6899999999987,14191.719999999998,8
2025-09-18 05:34:56.771008+00:00,13259.43,-1191.6899999999987,14451.119999999999,8
2025-09-18 05:34:56.824295+00:00,13233.270000000002,-1191.6899999999987,14424.960000000001,8
2025-09-18 05:34:56.873574+00:00,13588.550000000001,-1191.6899999999987,14780.24,8
2025-09-18 05:34:56.917906+00:00,13962.170000000002,-1191.6899999999987,15153.86,8
2025-09-18 05:34:56.962882+00:00,13179.58,-1191.6899999999987,14371.269999999999,8
2025-09-18 05:34:57.017765+00:00,12972.570000000002,-1191.6899999999987,14164.26,8
2025-09-18 05:34:57.093274+00:00,12439.54,-379.24999999999875,12818.789999999999,7
2025-09-18 05:34:57.153245+00:00,12780.970000000001,-379.24999999999875,13160.22,7
2025-09-18 05:34:57.200273+00:00,12528.130000000001,1285.0000000000014,11243.13,6
2025-09-18 05:34:57.254212+00:00,12465.190000000002,2933.2400000000016,9531.95,5
2025-09-18 05:34:57.297557+00:00,12661.740000000002,2933.2400000000016,9728.5,5
2025-09-18 05:34:57.338486+00:00,12753.900000000001,2933.2400000000016,9820.66,5
2025-09-18 05:34:57.384499+00:00,12587.330000000002,2933.2400000000016,9654.09,5
2025-09-18 05:34:57.432788+00:00,12548.760000000002,4485.140000000001,8063.62,4
2025-09-18 05:34:57.475847+00:00,12419.630000000001,4485.140000000001,7934.490000000001,4
2025-09-18 05:34:57.521993+00:00,12436.070000000002,6076.180000000001,6359.89,3
2025-09-18 05:34:57.570084+00:00,12531.880000000001,6076.180000000001,6455.700000000001,3
2025-09-18 05:34:57.612587+00:00,12339.79,6076.180000000001,6263.61,3
2025-09-18 05:34:57.653565+00:00,12400.900000000001,6076.180000000001,6324.72,3
2025-09-18 05:34:57.699703+00:00,12537.29,6076.180000000001,6461.11,3
2025-09-18 05:34:57.741050+00:00,12629.850000000002,6076.180000000001,6553.67,3
2025-09-18 05:34:57.785680+00:00,12649.600000000002,6076.180000000001,6573.42,3
2025-09-18 05:34:57.839405+00:00,12748.03,6076.180000000001,6671.849999999999,3
2025-09-18 05:34:57.886256+00:00,12831.240000000002,6076.180000000001,6755.0599999999995,3
2025-09-18 05:34:57.935280+00:00,12619.35,6076.180000000001,6543.169999999999,3
2025-09-18 05:34:57.999211+00:00,12806.050000000003,6076.180000000001,6729.870000000001,3
2025-09-18 05:34:58.053536+00:00,12798.400000000001,6076.180000000001,6722.22,3
2025-09-18 05:34:58.107326+00:00,12861.02,6076.180000000001,6784.84,3
2025-09-18 05:34:58.160261+00:00,12883.87,4360.730000000001,8523.14,4
2025-09-18 05:34:58.215034+00:00,12966.490000000002,655.8500000000015,12310.64,6
2025-09-18 05:34:58.271251+00:00,13270.760000000002,-1280.8399999999983,14551.6,7
2025-09-18 05:34:58.319963+00:00,13301.5,-1280.8399999999983,14582.339999999998,7
2025-09-18 05:34:58.369089+00:00,13130.340000000002,-1280.8399999999983,14411.18,7
2025-09-18 05:34:58.417747+00:00,13047.660000000003,-1280.8399999999983,14328.500000000002,7
2025-09-18 05:34:58.466053+00:00,12968.470000000003,-1280.8399999999983,14249.310000000001,7
2025-09-18 05:34:58.533678+00:00,12722.58,-1280.8399999999983,14003.419999999998,7
2025-09-18 05:34:58.585520+00:00,12831.800000000003,-1280.8399999999983,14112.640000000001,7
2025-09-18 05:34:58.636360+00:00,12843.480000000003,-1280.8399999999983,14124.320000000002,7
2025-09-18 05:34:58.683860+00:00,12808.330000000002,-1280.8399999999983,14089.17,7
2025-09-18 05:34:58.732827+00:00,12934.740000000003,-1280.8399999999983,14215.580000000002,7
2025-09-18 05:34:58.835312+00:00,12627.380000000003,-1280.8399999999983,13908.220000000001,7
2025-09-18 05:34:58.899507+00:00,12779.640000000003,-1280.8399999999983,14060.480000000001,7
2025-09-18 05:34:58.969027+00:00,12340.910000000002,6813.800000000001,5527.110000000001,3
2025-09-18 05:34:59.021511+00:00,12456.260000000002,8724.400000000001,3731.86,2
2025-09-18 05:34:59.074782+00:00,12208.360000000002,8588.770000000002,3619.59,2
2025-09-18 05:34:59.122570+00:00,12205.130000000001,8588.770000000002,3616.3599999999997,2
2025-09-18 05:34:59.167231+00:00,12237.840000000004,6812.610000000002,5425.2300000000005,3
2025-09-18 05:34:59.213272+00:00,12448.900000000001,6812.610000000002,5636.29,3
2025-09-18 05:34:59.268355+00:00,12588.180000000002,6812.610000000002,5775.57,3
2025-09-18 05:34:59.333282+00:00,12576.160000000003,4928.830000000003,7647.33,4
2025-09-18 05:34:59.381795+00:00,12488.590000000004,1306.9100000000026,11181.68,6
2025-09-18 05:34:59.432762+00:00,12237.490000000005,1306.9100000000026,10930.580000000002,6
2025-09-18 05:34:59.484623+00:00,12389.220000000001,1306.9100000000026,11082.31,6
2025-09-18 05:34:59.531179+00:00,12329.670000000002,1306.9100000000026,11022.76,6
2025-09-18 05:34:59.577931+00:00,12399.220000000001,1306.9100000000026,11092.31,6
2025-09-18 05:34:59.621738+00:00,12526.940000000002,1306.9100000000026,11220.029999999999,6
2025-09-18 05:34:59.667778+00:00,12420.340000000004,1306.9100000000026,11113.43,6
2025-09-18 05:34:59.715078+00:00,12313.980000000003,1306.9100000000026,11007.07,6
2025-09-18 05:34:59.760718+00:00,12365.370000000003,1306.9100000000026,11058.46,6
2025-09-18 05:34:59.805689+00:00,12227.100000000002,1306.9100000000026,10920.189999999999,6
2025-09-18 05:34:59.853253+00:00,12279.590000000004,1306.9100000000026,10972.68,6
2025-09-18 05:34:59.913910+00:00,12506.930000000004,1306.9100000000026,11200.020000000002,6
2025-09-18 05:34:59.958886+00:00,12508.560000000005,1306.9100000000026,11201.650000000001,6
2025-09-18 05:35:00.008874+00:00,12555.270000000004,1306.9100000000026,11248.36,6
2025-09-18 05:35:00.082070+00:00,12457.760000000002,1306.9100000000026,11150.849999999999,6
2025-09-18 05:35:00.134235+00:00,12637.150000000001,1306.9100000000026,11330.24,6
2025-09-18 05:35:00.189131+00:00,12732.380000000005,1306.9100000000026,11425.470000000001,6
2025-09-18 05:35:00.238159+00:00,12647.690000000002,1306.9100000000026,11340.78,6
2025-09-18 05:35:00.284234+00:00,12691.260000000006,1306.9100000000026,11384.350000000002,6
2025-09-18 05:35:00.340305+00:00,12719.310000000001,1306.9100000000026,11412.399999999998,6
2025-09-18 05:35:00.397804+00:00,12685.030000000002,1306.9100000000026,11378.12,6
