equity,positions,trades,risk
"{'current': np.float64(9353.501410639445), 'initial': 10000.0, 'total_return': np.float64(-646.4985893605553), 'total_return_pct': np.float64(-6.464985893605553), 'cash': np.float64(3854.176760237251), 'invested': np.float64(5499.324650402194)}","{'open': 4, 'closed': 53, 'total_ever': 57}","{'total_trades': 53, 'winning_trades': 16, 'losing_trades': 37, 'win_rate': 30.18867924528302, 'total_pnl': np.float64(-1018.6544471126441), 'avg_win': np.float64(132.11467622064276), 'avg_loss': np.float64(-84.66187207143051), 'profit_factor': np.float64(0.6748099162030551), 'avg_holding_days': np.float64(30.11320754716981), 'best_trade': 344.3446677830829, 'worst_trade': -182.07646815663534}",{}
